Agency,Description,Uploaded on,Link,Saved
DEPARTMENT OF AGRICULTURE,CR DEI LEP ALANGUAGE BANK V...,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0208&modNumber=P00005&idvAgencyID=&idvPIID=12318722A0017&contractType=AWARD,"$113,047.14"
DEPARTMENT OF AGRICULTURE,Civil Rights requests assis...,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0652&modNumber=P00004&idvAgencyID=&idvPIID=GS35F013CA&contractType=AWARD,"$1,963,603.35"
DEPARTMENT OF AGRICULTURE,THE OBJECTIVE OF THIS BLANK...,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723A0005&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA22D00EA&contractType=IDV,"$7,500,000"
DEPARTMENT OF AGRICULTURE,"DIVERSITY, EQUITY, INCLUSIO...",1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823A0007&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D005Z&contractType=IDV,"$25,000,000"
DEPARTMENT OF AGRICULTURE,IP VALUES AND DEIA COURSE D...,1/31/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0032&modNumber=P00002&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,WEPO EQUITY/ENVIRONMENTAL J...,1/31/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0354&modNumber=P00001&idvAgencyID=&idvPIID=12344V19A0003&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,USDA COMMUNICATIONS CAMPAIG...,2/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423F0806&modNumber=P00002&idvAgencyID=&idvPIID=GS07F409AA&contractType=AWARD,"$25,277.38"
DEPARTMENT OF AGRICULTURE,LAC GENDER EQUITY FACILITAT...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318722F0497&modNumber=P00003&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,AUDIO VISUAL EQUIPMENT AND ...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724P0011&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,SOUTH ASIA CLIMATE CHANGE M...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318722F0602&modNumber=P00005&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,THE PURPOSE OF THIS MODIFIC...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12K3&PIID=12639524P0356&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,TERMINATE FOR CONVENIENCE -...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424P0103&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,TERMINATE FOR CONVENIENCE -...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424P0141&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,DIVERSITY AND INCLUSION CON...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA22P0086&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$25,750"
DEPARTMENT OF AGRICULTURE,E & E NEWS SUITE LICENSES,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC224P0001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$73,513.44"
DEPARTMENT OF AGRICULTURE,TO CLOSE OUT THE LAPSED CON...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12K3&PIID=12639522C0025&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$132,600"
DEPARTMENT OF AGRICULTURE,"USDA, OC, POLITICO PLUS SU...",2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314422P0045&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$308,650"
DEPARTMENT OF AGRICULTURE,TERMINATION FOR CONVENIENCE...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723P0063&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$343,605"
DEPARTMENT OF AGRICULTURE,TERMINATE FOR CONVENIENCE -...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424P0105&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$453,365.85"
DEPARTMENT OF AGRICULTURE,"DEIA CONSULTING SERVICES, M...",2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA23P0093&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,DIVERSITYCOMM ADVERTISING,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC424F0050&modNumber=P00001&idvAgencyID=&idvPIID=12FPC223A0009&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,140D0424P9005,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA23F0027&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,POLITICO PRO PLUS RENEWAL F...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1924P0004&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,THE PURPOSE OF THIS MODIFIC...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12E3&PIID=12RADA24P0014&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,ASIA PACIFIC- SRI LANKA CLI...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0604&modNumber=P00003&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$35,338.58"
DEPARTMENT OF AGRICULTURE,TO TERMINATE THIS PURCHASE ...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA23P0073&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$52,066"
DEPARTMENT OF AGRICULTURE,TERMINATE FOR CONVENIENCEPO...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12E3&PIID=12RADZ22F0010&modNumber=P00005&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,"$59,360"
DEPARTMENT OF AGRICULTURE,MODIFICATION TO TERMINATE T...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA24F0042&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,"$71,790"
DEPARTMENT OF AGRICULTURE,TERMINATION FOR THE GOVERNM...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA22P0037&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$81,000"
DEPARTMENT OF AGRICULTURE,TERMINATE FOR CONVENIENCE -...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424P0133&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$200,000"
DEPARTMENT OF AGRICULTURE,INTERCULTURAL COMMUNICATION...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=127EAT24P0047&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$222,300"
DEPARTMENT OF AGRICULTURE,"DIVERSITY, EQUITY, INCLUSIO...",2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0451&modNumber=P00002&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$370,370.48"
DEPARTMENT OF AGRICULTURE,DIVERSITYCOMM ADVERTISING,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC223A0009&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,"$500,000"
DEPARTMENT OF AGRICULTURE,BRAZIL FOREST AND GENDER CO...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0092&modNumber=P00003&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,2025 GETTYSBURG STAFF RIDES...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0358&modNumber=P00001&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,PROGRAM EVALUATION AND BASE...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318721F0312&modNumber=P00007&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,"WORKPLACE ENVIRONMENT, KNOW...",2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0312&modNumber=P00001&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,ENVIRONMENTAL REGULATION CO...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0278&modNumber=P00003&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,FOREST SERVICE OVERSEAS ENV...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0289&modNumber=P00001&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,REGIONAL GENDER AND GABON P...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318725F0042&modNumber=P00001&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,EL SALVADOR AND HONDURAS GE...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318722F0406&modNumber=P00006&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,BRAZIL WILDFIRE MANAGEMENT ...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0366&modNumber=P00004&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,URBAN FOREST AND COMMUNITY ...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0055&modNumber=P00003&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,$674.02
DEPARTMENT OF AGRICULTURE,CENTRAL AMERICA GENDER ASSE...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318722F0339&modNumber=P00007&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,"$4,213.61"
DEPARTMENT OF AGRICULTURE,ASIA PACIFIC - SOLOMON ISLA...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0319&modNumber=P00002&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$7,119.56"
DEPARTMENT OF AGRICULTURE,Guatemala and Belize Visual...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0114&modNumber=P00003&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$10,502.82"
DEPARTMENT OF AGRICULTURE,SILVACARBON WOMEN IN FOREST...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0416&modNumber=P00005&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,"$14,050.75"
DEPARTMENT OF AGRICULTURE,Brazil Community Tourism Co...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0369&modNumber=P00002&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$27,066.41"
DEPARTMENT OF AGRICULTURE,LATIN AMERICA URBAN ECOLOGY...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0422&modNumber=P00001&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,"$47,508.19"
DEPARTMENT OF AGRICULTURE,MODIFICATION TO DE-OBLIGATE...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0481&modNumber=P00002&idvAgencyID=&idvPIID=12318723A0005&contractType=AWARD,"$67,400.2"
DEPARTMENT OF AGRICULTURE,NIFA SMALL BUSINESS INNOVAT...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA22F0079&modNumber=P00005&idvAgencyID=&idvPIID=GS00F010CA&contractType=AWARD,"$83,670.25"
DEPARTMENT OF AGRICULTURE,DE-OBLIGATE ALL REMAINING F...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0207&modNumber=P00005&idvAgencyID=&idvPIID=12318722A0016&contractType=AWARD,"$88,907.02"
DEPARTMENT OF AGRICULTURE,SNAP Change Management,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319824F0052&modNumber=P00002&idvAgencyID=&idvPIID=12319823A0004&contractType=AWARD,"$115,384.05"
DEPARTMENT OF AGRICULTURE,OCDIO COMMUNICATIONS AND EN...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423F0597&modNumber=P00002&idvAgencyID=&idvPIID=GS07F0274U&contractType=AWARD,"$225,000"
DEPARTMENT OF AGRICULTURE,EEO SUPPORT SERVICES EIGHTE...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1922F0072&modNumber=P00005&idvAgencyID=&idvPIID=1232SB18A0005&contractType=AWARD,"$1,461,335.21"
DEPARTMENT OF AGRICULTURE,BLANKET PURCHASE AGREEMENT ...,2/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC223A0002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,"$4,000,000"
DEPARTMENT OF AGRICULTURE,MARKETING COMMUNICATION SER...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=12805B21F0152&modNumber=P00004&idvAgencyID=&idvPIID=GS23F0137R&contractType=AWARD,"$80,000"
DEPARTMENT OF AGRICULTURE,"MEDIA DEVELOPMENT, PRODUCTI...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC323P0123&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$90,000"
DEPARTMENT OF AGRICULTURE,THE UNITED STATES DEPARTMEN...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC121F0130&modNumber=P00005&idvAgencyID=&idvPIID=GS10F0412P&contractType=AWARD,"$123,542.56"
DEPARTMENT OF AGRICULTURE,LEADERSHIP DEVELOPMENT PROG...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC121F0203&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA18D009T&contractType=AWARD,"$159,759.08"
DEPARTMENT OF AGRICULTURE,NON-MONETARY AWARDS,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0647&modNumber=P00001&idvAgencyID=&idvPIID=12318719A0002&contractType=AWARD,"$350,000"
DEPARTMENT OF AGRICULTURE,SENIOR LEADERSHIP TEAMBUILD...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1924F0057&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D009T&contractType=AWARD,"$425,711.6"
DEPARTMENT OF AGRICULTURE,THE OFFICE OF THE CHIEF IS ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0165&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D009T&contractType=AWARD,"$498,271.49"
DEPARTMENT OF AGRICULTURE,WASHINGTON OFFICE STATE PRI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723C0016&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$920,724.08"
DEPARTMENT OF AGRICULTURE,WEPO TRAINING AND EMPLOYEE ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0650&modNumber=P00006&idvAgencyID=&idvPIID=12318721A0008&contractType=AWARD,"$991,950"
DEPARTMENT OF AGRICULTURE,"360 ASSESSMENT TOOL, ANALYS...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423F0625&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,"$1,587,766.35"
DEPARTMENT OF AGRICULTURE,THE NRCS OPERATIONAL EXCELL...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC425P0004&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,666,173.6"
DEPARTMENT OF AGRICULTURE,HRES NATIONAL HIRING,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318722C0014&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,841,895.31"
DEPARTMENT OF AGRICULTURE,HANDSHAKE SOFTWARE SUITE WI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC224C0002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,150,558.19"
DEPARTMENT OF AGRICULTURE,DEVELOP AND DEPLOY A NEW CU...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12G2&PIID=123A9423F0165&modNumber=P00002&idvAgencyID=&idvPIID=12314421A0012&contractType=AWARD,"$4,854,018.36"
DEPARTMENT OF AGRICULTURE,SERVICE STRATEGY PLANNING A...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314422F0536&modNumber=P00008&idvAgencyID=&idvPIID=HHSN316201200061W&contractType=AWARD,"$17,857,032.64"
DEPARTMENT OF AGRICULTURE,USDA NAL WALL STREET JOURNA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA21P0074&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$50,264.5"
DEPARTMENT OF AGRICULTURE,RENEWAL OF THE FINANCIAL TI...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA23P0075&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$264,448"
DEPARTMENT OF AGRICULTURE,ENVIRONMENTAL COMPLIANCE SE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC222F0160&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0150W&contractType=AWARD,"$2,040,682.24"
DEPARTMENT OF AGRICULTURE,2 - NFS LEADERSHIP RETREAT ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0002&modNumber=P00001&idvAgencyID=&idvPIID=GS10F085AA&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,NRCS-SC: OUTREACH AND EDUCA...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC424P0105&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,UNITED STATES DEPARTMENT OF...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424F0066&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA22D00CC&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,"USDA-OBPA, EVALUATION OF PE...",2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424F0593&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00GN&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,USDA-OBPA: EVALUATION OF TE...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424F0585&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00GN&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,ASSESSMENT AND PLAN DEVELOP...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=12805B24P0161&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,CONGRESSIONAL TRACKING AND ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12K3&PIID=12639524P0381&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,CONGRESSIONAL QUARTERLY SUB...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1924P0023&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF AGRICULTURE,"USDA, OASCR, CENTER FOR CIV...",2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314421C0054&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,713.55"
DEPARTMENT OF AGRICULTURE,THIS IS A FIRM FIXED PRICE ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319821F0032&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0416X&contractType=AWARD,"$24,000"
DEPARTMENT OF AGRICULTURE,STRATEGIC PLAN AND IMPLEMEN...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1924F0069&modNumber=P00001&idvAgencyID=&idvPIID=GS02F0027Y&contractType=AWARD,"$64,373.64"
DEPARTMENT OF AGRICULTURE,THIS IS A FIRM FIXED PRICE ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319821F0015&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,"$165,058.97"
DEPARTMENT OF AGRICULTURE,DEVELOP WEIGHTS FOR IRI TO ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=1232SA21F0124&modNumber=P00003&idvAgencyID=&idvPIID=GS00F354CA&contractType=AWARD,"$172,752.55"
DEPARTMENT OF AGRICULTURE,CONTRACT CLOSEOUT SUPPORT,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1204&PIID=123J1924F0048&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0324X&contractType=AWARD,"$176,515.84"
DEPARTMENT OF AGRICULTURE,ACQUISITION INITIATIVES SUP...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424C0060&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$320,000"
DEPARTMENT OF AGRICULTURE,PROJECT COORDINATOR FOR STR...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC220F0116&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA18D007A&contractType=AWARD,"$329,296.8"
DEPARTMENT OF AGRICULTURE,USDA/FPAC ELECTRIC VEHICLE ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC222F0181&modNumber=P00005&idvAgencyID=&idvPIID=12318721A0004&contractType=AWARD,"$679,161.16"
DEPARTMENT OF AGRICULTURE,POST BACHELORS RESEARCH ASS...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12444822F0123&modNumber=P00005&idvAgencyID=&idvPIID=GS00F195CA&contractType=AWARD,"$939,716"
DEPARTMENT OF AGRICULTURE,FY23 USDA- OPEM/PMD FLEET C...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423C0077&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,065,664.41"
DEPARTMENT OF AGRICULTURE,PROVIDE QUALIFIED GRANT SPE...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319824F0033&modNumber=P00001&idvAgencyID=&idvPIID=GS00F156CA&contractType=AWARD,"$1,163,017.6"
DEPARTMENT OF AGRICULTURE,FY 2023 CHILD NUTRITION ACC...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823C0014&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,209,586"
DEPARTMENT OF AGRICULTURE,NUTRITION TECHNOLOGIST SUBJ...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823F0066&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA21D000F&contractType=AWARD,"$1,264,193.72"
